player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0023459,Aaron Rodgers,QB,13,338.4,26.03,104.4,220.3,1.172,2.395,,
00-0027939,Cameron Newton,QB,13,305.0,23.46,74.6,188.2,0.827,2.06,,
00-0027656,Robert Gronkowski,TE,13,311.5,23.96,94.1,188.9,1.044,2.034,,
00-0020531,Drew Brees,QB,13,299.9,23.07,70.0,182.5,0.785,2.005,,
00-0026195,Raymell Rice,RB,13,296.2,22.79,68.2,176.1,0.764,1.938,,
00-0027029,LeSean McCoy,RB,13,295.2,22.71,63.9,172.9,0.723,1.907,,
00-0019596,Thomas Brady,QB,13,283.9,21.84,52.8,164.9,0.574,1.805,,
00-0027696,Jimmy Graham,TE,13,278.1,21.39,62.9,157.6,0.73,1.765,,
00-0022427,Wesley Welker,WR,13,290.2,22.32,72.1,165.4,0.718,1.706,,
00-0026796,Arian Foster,RB,11,250.0,22.73,56.9,150.8,0.662,1.658,,
00-0025389,Calvin Johnson,WR,13,256.7,19.75,39.4,134.9,0.462,1.521,,
00-0026498,John Stafford,QB,13,245.4,18.88,15.1,128.6,0.166,1.443,,
00-0024275,Maurice Jones-Drew,RB,13,246.0,18.92,18.4,125.3,0.168,1.349,,
00-0021678,Antonio Romo,QB,13,232.2,17.86,0.9,114.1,0.013,1.298,,
00-0022803,Elisha Manning,QB,13,234.4,18.03,3.3,115.3,0.039,1.294,,
00-0024204,Fredrick Jackson,RB,10,208.6,20.86,33.3,114.4,0.375,1.273,,
00-0006101,Anthony Gonzalez,TE,13,232.7,17.9,16.9,113.1,0.174,1.253,,
00-0026184,Matthew Forte,RB,12,220.7,18.39,11.2,109.5,0.141,1.227,,
00-0026143,Matthew Ryan,QB,13,219.7,16.9,-14.3,101.5,-0.147,1.163,,
00-0023564,Darren Sproles,RB,13,220.4,16.95,-8.5,99.8,-0.09,1.13,,
00-0020337,Stevonne Smith,WR,13,220.9,16.99,3.6,99.1,0.051,1.11,,
00-0027265,Victor Cruz,WR,13,223.3,17.18,5.2,98.5,0.08,1.088,,
00-0026901,Burnell Wallace,WR,13,217.1,16.7,0.9,94.4,0.016,1.069,,
00-0025394,Adrian Peterson,RB,10,186.7,18.67,15.1,94.1,0.184,1.061,,
00-0024267,Gregory Jennings,WR,13,215.9,16.61,-1.8,93.2,0.001,1.054,,
00-0026998,Percy Harvin,WR,13,214.3,16.48,-3.0,92.5,-0.058,1.003,,
00-0022921,Larry Fitzgerald,WR,13,213.2,16.4,-5.1,90.3,-0.067,0.994,,
00-0021547,Antonio Gates,TE,10,175.6,17.56,12.3,85.1,0.172,0.984,,
00-0022924,Benjamin Roethlisberger,QB,13,200.0,15.39,-29.8,82.7,-0.297,0.968,,
00-0027005,Hakeem Nicks,WR,12,203.3,16.94,0.5,88.1,-0.012,0.959,,
00-0026898,Mark Sanchez,QB,13,200.9,15.45,-33.1,82.7,-0.336,0.956,,
00-0026176,Jordy Nelson,WR,13,206.7,15.9,-11.0,84.0,-0.105,0.953,,
00-0023462,Sharod White,WR,13,207.5,15.96,-10.2,84.8,-0.119,0.948,,
00-0022127,Christopher Witten,TE,13,202.2,15.55,-13.3,82.9,-0.148,0.943,,
00-0027864,Ryan Mathews,RB,12,199.3,16.61,-11.7,87.2,-0.167,0.941,,
00-0022942,Philip Rivers,QB,13,202.7,15.59,-30.5,84.0,-0.362,0.934,,
00-0026188,Frederick Davis,TE,12,184.1,15.34,-14.5,74.7,-0.13,0.876,,
00-0025399,Marshawn Lynch,RB,12,191.7,15.98,-22.9,78.0,-0.231,0.874,,
00-0027713,Aaron Hernandez,TE,11,177.4,16.13,-2.9,75.3,-0.043,0.842,,
00-0024466,Marques Colston,WR,11,172.7,15.7,-6.4,71.1,-0.033,0.835,,
00-0020245,Michael Vick,QB,10,163.4,16.34,-13.3,73.2,-0.135,0.824,,
00-0022787,Matthew Schaub,QB,10,156.1,15.61,-19.1,68.9,-0.202,0.807,,
00-0027942,Adriel Green,WR,12,187.9,15.66,-13.9,71.8,-0.155,0.802,,
00-0027876,Timothy Tebow,QB,10,154.3,15.43,-22.3,66.3,-0.224,0.789,,
00-0025462,Laurent Robinson,WR,11,170.3,15.48,-7.2,69.6,-0.093,0.787,,
00-0022736,Steven Jackson,RB,12,174.7,14.56,-34.2,65.3,-0.341,0.777,,
00-0023496,Vincent Jackson,WR,13,196.3,15.1,-22.0,73.4,-0.306,0.725,,
00-0024334,Brandon Marshall,WR,13,184.7,14.21,-29.8,62.3,-0.329,0.717,,
00-0026164,Christopher Johnson,RB,13,184.0,14.15,-44.8,63.4,-0.509,0.705,,
00-0025487,Michael Bush,RB,13,180.3,13.87,-47.5,59.5,-0.506,0.678,,
00-0025410,Dwayne Bowe,WR,13,182.9,14.07,-35.4,60.0,-0.398,0.671,,
00-0027902,Desmond Bryant,WR,12,169.1,14.09,-26.2,57.3,-0.298,0.661,,
00-0024217,Reginald Bush,RB,13,175.4,13.49,-52.6,55.3,-0.579,0.644,,
00-0023682,Ryan Fitzpatrick,QB,13,176.5,13.58,-54.6,57.5,-0.62,0.633,,
00-0022821,Michael Turner,RB,13,173.6,13.35,-54.2,52.8,-0.579,0.617,,
00-0026345,Pierre Garcon,WR,13,181.1,13.93,-35.1,58.4,-0.428,0.608,,
00-0026996,Brandon Pettigrew,TE,13,170.2,13.09,-44.0,51.3,-0.479,0.594,,
00-0027973,Andrew Dalton,QB,13,170.2,13.09,-60.9,51.2,-0.67,0.593,,
00-0026144,Darren McFadden,RB,7,123.8,17.69,3.2,56.9,-0.011,0.582,,
00-0026364,Steven Johnson,WR,13,178.0,13.69,-40.1,53.2,-0.468,0.576,,
00-0027880,Jahvid Best,RB,6,112.7,18.78,6.3,52.7,0.067,0.57,,
00-0026993,Josh Freeman,QB,12,156.7,13.06,-58.6,49.0,-0.659,0.568,,
00-0023367,Nathaniel Washington,WR,13,175.3,13.48,-43.0,52.4,-0.495,0.56,,
00-0022097,Brandon Lloyd,WR,12,158.5,13.21,-40.6,46.2,-0.438,0.552,,
00-0023436,Alexander Smith,QB,13,167.7,12.9,-63.4,48.6,-0.715,0.548,,
00-0025637,Ahmad Bradshaw,RB,9,134.6,14.96,-28.6,48.1,-0.286,0.547,,
00-0027793,Antonio Brown,WR,13,168.8,12.98,-47.4,46.1,-0.512,0.541,,
00-0024226,Jay Cutler,QB,10,132.3,13.23,-47.0,44.3,-0.526,0.515,,
00-0026204,Kevin Smith,RB,4,86.8,21.7,15.7,51.0,0.15,0.506,,
00-0026158,Joseph Flacco,QB,13,160.6,12.35,-70.7,42.4,-0.798,0.489,,
00-0026899,Shonn Greene,RB,13,166.9,12.84,-60.9,46.1,-0.699,0.489,,
00-0023500,Franklin Gore,RB,13,163.5,12.58,-67.8,41.2,-0.732,0.485,,
00-0022922,Kellen Winslow,TE,13,159.7,12.28,-56.1,40.1,-0.608,0.477,,
00-0027944,Quintorres Jones,WR,9,132.1,14.68,-23.3,43.3,-0.245,0.463,,
00-0027007,Chris Wells,RB,12,153.7,12.81,-56.7,43.6,-0.671,0.45,,
00-0022084,Anquan Boldin,WR,13,156.6,12.05,-57.9,34.2,-0.609,0.436,,
00-0024313,Owen Daniels,TE,13,158.9,12.22,-56.3,38.4,-0.643,0.431,,
00-0023921,Miles Austin,WR,7,107.9,15.41,-5.1,43.2,-0.125,0.421,,
00-0027688,Daniel McCoy,QB,13,153.0,11.77,-78.3,34.9,-0.893,0.407,,
00-0026231,Jermichael Finley,TE,13,159.0,12.23,-56.8,39.4,-0.665,0.404,,
00-0027873,Jermaine Gresham,TE,11,139.7,12.7,-46.6,35.4,-0.511,0.4,,
00-0026170,Dustin Keller,TE,13,154.5,11.88,-61.3,34.9,-0.705,0.378,,
00-0026153,Jonathan Stewart,RB,13,152.8,11.75,-74.8,32.1,-0.848,0.373,,
00-0027996,James Smith,WR,12,146.2,12.18,-49.1,34.4,-0.566,0.364,,
00-0026995,Jeremy Maclin,WR,10,131.6,13.16,-35.8,35.1,-0.423,0.352,,
00-0024221,Vernon Davis,TE,13,153.8,11.83,-63.6,31.2,-0.718,0.344,,
00-0028009,DeMarco Murray,RB,13,145.0,11.15,-83.0,24.9,-0.85,0.331,,
00-0026163,Rashard Mendenhall,RB,12,138.7,11.56,-72.8,27.2,-0.809,0.328,,
00-0007091,Matthew Hasselbeck,QB,13,148.2,11.4,-84.9,29.6,-0.963,0.326,,
00-0025418,Greg Olsen,TE,13,147.0,11.31,-67.2,28.1,-0.759,0.319,,
00-0027950,Christian Ponder,QB,8,96.0,12.0,-40.9,27.0,-0.485,0.319,,
00-0027690,Eric Decker,WR,13,152.6,11.74,-65.7,29.7,-0.747,0.318,,
00-0021163,Derrick Gaffney,WR,13,149.7,11.52,-64.8,27.3,-0.734,0.313,,
00-0027006,Kenneth Britt,WR,3,61.9,20.63,7.0,29.7,0.071,0.296,,
